Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Roanoke,Weekly,"2021-03-28 00:00:00",Organic,1.090294398,19106.63,456.15,2896.50,0.00,15753.99,,,
Sacramento,Weekly,"2021-03-28 00:00:00",Organic,1.841616241,24774.15,7299.54,3876.41,0.00,13598.20,,,
"San Diego",Weekly,"2021-03-28 00:00:00",Organic,1.802164430,37664.80,6150.13,8973.82,1.22,22539.63,,,
"San Francisco",Weekly,"2021-03-28 00:00:00",Organic,1.889772684,78908.06,18943.02,8182.90,1.19,51780.95,,,
Seattle,Weekly,"2021-03-28 00:00:00",Organic,1.990202629,75036.68,3630.25,50154.75,6.47,21245.20,,,
"South Carolina",Weekly,"2021-03-28 00:00:00",Organic,1.462101775,32099.48,1164.72,5210.05,29.76,25694.95,,,
Spokane,Weekly,"2021-03-28 00:00:00",Organic,1.844662719,5673.61,353.95,3045.09,0.00,2274.56,,,
"St. Louis",Weekly,"2021-03-28 00:00:00",Organic,1.363286748,13770.90,2833.18,1562.68,0.00,9375.03,,,
Syracuse,Weekly,"2021-03-28 00:00:00",Organic,1.481204219,5930.33,301.94,120.20,0.00,5508.20,,,
Tampa,Weekly,"2021-03-28 00:00:00",Organic,1.095038082,33151.18,136.50,137.55,0.00,32877.13,,,
Toledo,Weekly,"2021-03-28 00:00:00",Organic,1.311443174,6101.46,695.72,1700.19,0.00,3705.55,,,
"West Tex/New Mexico",Weekly,"2021-03-28 00:00:00",Organic,1.177782838,41212.52,5560.55,1661.45,2119.40,31871.12,,,
Wichita,Weekly,"2021-03-28 00:00:00",Organic,1.213820498,4591.27,1833.96,5.89,0.00,2751.42,,,
California,Weekly,"2021-03-28 00:00:00",Organic,1.715793703,385623.69,82113.34,61817.31,11.46,241681.58,,,
"Great Lakes",Weekly,"2021-03-28 00:00:00",Organic,1.306457296,238590.19,15924.48,56999.40,0.00,165666.32,,,
Midsouth,Weekly,"2021-03-28 00:00:00",Organic,1.240921331,356831.38,6066.82,49035.45,102.61,301626.50,,,
Northeast,Weekly,"2021-03-28 00:00:00",Organic,1.524892786,362065.48,21714.68,31718.29,1061.50,307571.00,,,
Plains,Weekly,"2021-03-28 00:00:00",Organic,1.302417344,69266.80,14304.83,2734.64,12.19,52215.14,,,
"South Central",Weekly,"2021-03-28 00:00:00",Organic,1.323886943,190532.77,20973.20,21287.12,1886.71,146385.75,,,
Southeast,Weekly,"2021-03-28 00:00:00",Organic,1.296501251,309230.48,7945.12,28660.68,62.27,272562.40,,,
West,Weekly,"2021-03-28 00:00:00",Organic,1.612455401,368709.53,62153.73,129919.21,1523.31,175113.29,,,
"Total U.S.",Weekly,"2021-03-28 00:00:00",Organic,1.449535193,2280850.32,231196.20,382172.09,4660.04,1662821.99,,,
Albany,Weekly,"2021-04-04 00:00:00",Conventional,1.001055014,158728.38,19093.36,108259.70,685.60,30689.72,,,
Atlanta,Weekly,"2021-04-04 00:00:00",Conventional,1.036039020,782886.04,454107.40,102808.00,2232.55,223738.09,,,
Baltimore/Washington,Weekly,"2021-04-04 00:00:00",Conventional,1.204842175,1138190.04,278277.55,368883.15,7796.94,483232.39,,,
Birmingham/Montgomery,Weekly,"2021-04-04 00:00:00",Conventional,0.977803086,374033.04,229606.56,14628.79,2125.16,127672.53,,,
Boise,Weekly,"2021-04-04 00:00:00",Conventional,1.334314972,120421.93,51437.53,19734.09,14524.81,34725.49,,,
Boston,Weekly,"2021-04-04 00:00:00",Conventional,1.403467374,716788.29,36864.82,467695.27,1895.06,210333.14,,,
Buffalo/Rochester,Weekly,"2021-04-04 00:00:00",Conventional,1.142340509,242543.24,39367.05,65378.57,3262.13,134535.48,,,
Charlotte,Weekly,"2021-04-04 00:00:00",Conventional,1.067519015,415696.55,195049.30,48782.50,4715.85,167148.90,,,
Chicago,Weekly,"2021-04-04 00:00:00",Conventional,1.380989849,1029978.18,333403.11,275994.19,117346.85,303234.03,,,
Cincinnati/Dayton,Weekly,"2021-04-04 00:00:00",Conventional,1.234505240,289284.24,131189.65,116006.23,1033.36,41055.00,,,
Columbus,Weekly,"2021-04-04 00:00:00",Conventional,1.208246843,249207.10,111779.29,85110.81,851.73,51465.27,,,
"Dallas/Ft. Worth",Weekly,"2021-04-04 00:00:00",Conventional,0.906963009,1459686.17,661585.90,317614.20,17581.54,462904.52,,,
Denver,Weekly,"2021-04-04 00:00:00",Conventional,1.225773589,1010189.51,288124.03,373236.28,30468.83,318360.38,,,
Detroit,Weekly,"2021-04-04 00:00:00",Conventional,1.251634304,446586.57,148811.22,119007.17,59992.20,118775.98,,,
"Grand Rapids",Weekly,"2021-04-04 00:00:00",Conventional,1.387047173,198694.79,31015.09,54341.43,63420.16,49918.11,,,
Harrisburg/Scranton,Weekly,"2021-04-04 00:00:00",Conventional,0.987977037,525888.45,226228.54,129934.94,1592.51,168132.45,,,
Hartford/Springfield,Weekly,"2021-04-04 00:00:00",Conventional,1.307089506,431929.56,33530.19,282576.80,1300.73,114521.85,,,
Houston,Weekly,"2021-04-04 00:00:00",Conventional,0.926794600,1067019.41,573694.56,271528.29,6200.09,215596.47,,,
Indianapolis,Weekly,"2021-04-04 00:00:00",Conventional,1.096597930,270773.52,103019.35,104968.88,2540.76,60244.53,,,
Jacksonville,Weekly,"2021-04-04 00:00:00",Conventional,0.993080118,268870.67,174757.41,10574.43,770.64,82768.20,,,
"Las Vegas",Weekly,"2021-04-04 00:00:00",Conventional,1.163090130,356497.56,86852.48,158394.93,1071.56,110178.58,,,
"Los Angeles",Weekly,"2021-04-04 00:00:00",Conventional,1.298141960,3093981.22,1548025.53,307067.77,545459.05,693428.87,,,
Louisville,Weekly,"2021-04-04 00:00:00",Conventional,1.149966684,136080.89,53653.13,44184.74,596.81,37646.21,,,
"Miami/Ft. Lauderdale",Weekly,"2021-04-04 00:00:00",Conventional,0.993722249,1197546.24,797704.12,45983.71,5121.86,348736.54,,,
Nashville,Weekly,"2021-04-04 00:00:00",Conventional,1.074583927,309392.36,162959.22,51067.01,613.21,94752.93,,,
"Northern New England",Weekly,"2021-04-04 00:00:00",Conventional,1.152784732,559297.76,65701.19,383252.66,945.03,109398.89,,,
"New Orleans/Mobile",Weekly,"2021-04-04 00:00:00",Conventional,0.922250112,326402.67,170747.01,20337.51,1194.38,134123.77,,,
"New York",Weekly,"2021-04-04 00:00:00",Conventional,1.271503208,2417675.50,225308.50,1349251.73,24050.20,819065.08,,,
Orlando,Weekly,"2021-04-04 00:00:00",Conventional,0.933999851,737086.22,457970.54,17574.38,1976.83,259564.46,,,
Peoria/Springfield,Weekly,"2021-04-04 00:00:00",Conventional,1.099600971,155904.69,66537.41,32564.93,3589.89,53212.45,,,
Philadelphia,Weekly,"2021-04-04 00:00:00",Conventional,1.047899111,826334.06,235981.03,298938.62,2332.37,289082.03,,,
Phoenix/Tucson,Weekly,"2021-04-04 00:00:00",Conventional,0.963633140,1258738.87,550659.09,541325.40,8350.84,158403.54,,,
Pittsburgh,Weekly,"2021-04-04 00:00:00",Conventional,1.039726834,184271.66,92884.46,18861.83,181.98,72343.39,,,
Portland,Weekly,"2021-04-04 00:00:00",Conventional,1.438319406,649246.08,313702.59,193396.72,38278.46,103868.30,,,
Providence,Weekly,"2021-04-04 00:00:00",Conventional,1.460254507,112378.78,9770.08,73576.54,600.95,28431.21,,,
Raleigh/Greensboro,Weekly,"2021-04-04 00:00:00",Conventional,1.070216945,514751.16,247018.05,69855.03,4848.04,193030.04,,,
Richmond/Norfolk,Weekly,"2021-04-04 00:00:00",Conventional,1.092371942,356861.13,143276.23,118611.79,1024.85,93948.25,,,
Roanoke,Weekly,"2021-04-04 00:00:00",Conventional,1.055102305,210680.79,92181.61,63888.78,637.49,53972.91,,,
Sacramento,Weekly,"2021-04-04 00:00:00",Conventional,1.579291330,471175.44,149988.27,198043.68,9216.09,113927.40,,,
"San Diego",Weekly,"2021-04-04 00:00:00",Conventional,1.361804149,531131.75,205444.22,120806.44,87247.27,117633.83,,,
"San Francisco",Weekly,"2021-04-04 00:00:00",Conventional,1.675580209,731863.03,169480.85,386388.00,18425.92,157568.26,,,
Seattle,Weekly,"2021-04-04 00:00:00",Conventional,1.672952740,544953.84,197657.92,250743.92,5028.45,91523.56,,,
"South Carolina",Weekly,"2021-04-04 00:00:00",Conventional,1.071719354,586653.07,324651.46,55746.92,1417.62,204837.07,,,
Spokane,Weekly,"2021-04-04 00:00:00",Conventional,1.398950983,79256.05,32286.44,30630.18,219.79,16119.64,,,
"St. Louis",Weekly,"2021-04-04 00:00:00",Conventional,0.941381515,255313.78,153382.06,14697.27,1527.87,85706.58,,,
Syracuse,Weekly,"2021-04-04 00:00:00",Conventional,1.108926829,115429.68,19236.64,46041.93,521.99,49629.12,,,
Tampa,Weekly,"2021-04-04 00:00:00",Conventional,0.924347176,713275.84,469706.61,20109.92,987.94,222471.37,,,
Toledo,Weekly,"2021-04-04 00:00:00",Conventional,1.131833786,149441.66,51098.58,56118.71,7878.68,34345.69,,,
"West Tex/New Mexico",Weekly,"2021-04-04 00:00:00",Conventional,0.860019150,1004962.23,456873.07,189292.96,8076.64,350719.56,,,
Wichita,Weekly,"2021-04-04 00:00:00",Conventional,0.948410838,116514.34,62995.63,17950.42,203.15,35365.15,,,
California,Weekly,"2021-04-04 00:00:00",Conventional,1.404443471,6094500.69,2542471.66,1457251.89,743450.62,1351326.53,,,
"Great Lakes",Weekly,"2021-04-04 00:00:00",Conventional,1.218422056,4449931.69,1579398.87,1356435.26,365800.56,1148297.00,,,
Midsouth,Weekly,"2021-04-04 00:00:00",Conventional,1.098932144,4590184.55,1900157.98,1082393.61,24013.42,1583619.53,,,
Northeast,Weekly,"2021-04-04 00:00:00",Conventional,1.187789632,6713553.91,1023535.67,3459595.43,20658.49,2209764.31,,,
Plains,Weekly,"2021-04-04 00:00:00",Conventional,1.093103926,2313438.07,1084592.20,423697.06,34298.32,770850.50,,,
"South Central",Weekly,"2021-04-04 00:00:00",Conventional,0.934109450,5498770.72,2746727.93,941360.61,103075.09,1707607.09,,,
Southeast,Weekly,"2021-04-04 00:00:00",Conventional,0.988239332,6223542.89,3886870.56,357296.17,15463.80,1963912.36,,,
West,Weekly,"2021-04-04 00:00:00",Conventional,1.194432333,6960776.21,2736902.37,2471982.90,159592.86,1592298.08,,,
"Total U.S.",Weekly,"2021-04-04 00:00:00",Conventional,1.146692056,42844698.72,17500657.25,11550012.91,1466353.16,12327675.40,,,
Albany,Weekly,"2021-04-04 00:00:00",Organic,1.454769053,4831.19,241.37,264.63,0.00,4325.19,,,
Atlanta,Weekly,"2021-04-04 00:00:00",Organic,1.552492813,44497.05,541.71,18024.75,0.00,25930.59,,,
Baltimore/Washington,Weekly,"2021-04-04 00:00:00",Organic,1.178812034,116487.44,964.92,4904.26,13.47,110604.79,,,
Birmingham/Montgomery,Weekly,"2021-04-04 00:00:00",Organic,1.367600022,13707.62,77.13,1035.37,0.00,12595.12,,,
Boise,Weekly,"2021-04-04 00:00:00",Organic,1.815709928,7213.40,363.97,4260.38,1.14,2587.91,,,
Boston,Weekly,"2021-04-04 00:00:00",Organic,1.760512861,41997.60,315.34,2200.12,0.00,39482.14,,,
Buffalo/Rochester,Weekly,"2021-04-04 00:00:00",Organic,1.410992977,18858.31,917.71,81.91,4.10,17854.59,,,
Charlotte,Weekly,"2021-04-04 00:00:00",Organic,1.534582025,24006.74,235.13,3962.15,27.19,19782.28,,,
Chicago,Weekly,"2021-04-04 00:00:00",Organic,1.527356387,67063.95,3586.77,21216.75,0.00,42260.43,,,
Cincinnati/Dayton,Weekly,"2021-04-04 00:00:00",Organic,1.813237685,22089.71,1633.17,12636.88,0.00,7819.66,,,
Columbus,Weekly,"2021-04-04 00:00:00",Organic,1.623981665,13806.09,849.23,5375.70,0.00,7581.17,,,
"Dallas/Ft. Worth",Weekly,"2021-04-04 00:00:00",Organic,1.375560258,64576.64,9545.03,6523.04,157.27,48351.31,,,
Denver,Weekly,"2021-04-04 00:00:00",Organic,1.428020349,54595.11,22365.37,1125.19,0.00,31104.56,,,
Detroit,Weekly,"2021-04-04 00:00:00",Organic,1.298834950,33187.28,508.72,7726.12,0.00,24952.44,,,
"Grand Rapids",Weekly,"2021-04-04 00:00:00",Organic,1.032736834,13819.45,63.98,882.78,0.00,12872.69,,,
Harrisburg/Scranton,Weekly,"2021-04-04 00:00:00",Organic,1.220734703,26290.00,198.95,532.78,0.00,25558.27,,,
Hartford/Springfield,Weekly,"2021-04-04 00:00:00",Organic,1.648672947,23870.14,452.51,5641.59,0.00,17776.03,,,
Houston,Weekly,"2021-04-04 00:00:00",Organic,1.469555047,24208.53,11198.36,921.07,0.00,12089.10,,,
Indianapolis,Weekly,"2021-04-04 00:00:00",Organic,1.529448637,11436.72,271.89,3590.41,0.00,7574.42,,,
Jacksonville,Weekly,"2021-04-04 00:00:00",Organic,1.408044576,13879.70,71.18,309.46,0.00,13499.06,,,
"Las Vegas",Weekly,"2021-04-04 00:00:00",Organic,1.569042820,16565.56,5656.15,3138.83,0.00,7770.58,,,
"Los Angeles",Weekly,"2021-04-04 00:00:00",Organic,1.612791699,185646.04,52287.48,29340.95,10.17,104007.44,,,
Louisville,Weekly,"2021-04-04 00:00:00",Organic,1.662183923,8022.79,116.36,3427.25,0.00,4479.18,,,
"Miami/Ft. Lauderdale",Weekly,"2021-04-04 00:00:00",Organic,1.208549632,55593.36,824.79,681.45,0.00,54087.13,,,
Nashville,Weekly,"2021-04-04 00:00:00",Organic,1.531566137,23489.40,314.01,6968.84,0.00,16206.55,,,
"Northern New England",Weekly,"2021-04-04 00:00:00",Organic,1.855355257,19666.03,2294.69,554.89,0.00,16816.45,,,
"New Orleans/Mobile",Weekly,"2021-04-04 00:00:00",Organic,1.170916256,14756.17,67.76,477.97,0.00,14210.43,,,
"New York",Weekly,"2021-04-04 00:00:00",Organic,1.640253892,119140.88,9273.89,11835.54,731.54,97299.90,,,
Orlando,Weekly,"2021-04-04 00:00:00",Organic,1.270502671,32842.18,182.78,133.35,0.00,32526.05,,,
Peoria/Springfield,Weekly,"2021-04-04 00:00:00",Organic,1.553108843,6688.07,121.72,1778.01,0.00,4788.34,,,
Philadelphia,Weekly,"2021-04-04 00:00:00",Organic,1.635907345,32362.51,1369.24,5537.68,0.00,25455.59,,,
Phoenix/Tucson,Weekly,"2021-04-04 00:00:00",Organic,1.339885715,43422.96,11057.12,5867.14,0.00,26498.71,,,
Pittsburgh,Weekly,"2021-04-04 00:00:00",Organic,1.259304471,16833.09,2344.52,0.99,0.00,14487.57,,,
Portland,Weekly,"2021-04-04 00:00:00",Organic,2.026553853,52634.44,3212.90,29462.63,0.00,19958.91,,,
Providence,Weekly,"2021-04-04 00:00:00",Organic,1.526320664,6889.81,21.18,15.48,0.00,6853.14,,,
Raleigh/Greensboro,Weekly,"2021-04-04 00:00:00",Organic,1.550392635,29288.29,662.66,4217.89,73.44,24334.31,,,
Richmond/Norfolk,Weekly,"2021-04-04 00:00:00",Organic,1.033011715,43313.25,194.80,3167.33,9.07,39942.05,,,
Roanoke,Weekly,"2021-04-04 00:00:00",Organic,1.175370816,19009.44,211.47,3163.93,0.00,15634.04,,,
Sacramento,Weekly,"2021-04-04 00:00:00",Organic,1.849566896,26955.77,8588.43,3760.40,0.00,14606.94,,,
"San Diego",Weekly,"2021-04-04 00:00:00",Organic,1.820341220,41619.64,8333.67,10392.18,3.67,22890.13,,,
"San Francisco",Weekly,"2021-04-04 00:00:00",Organic,1.898683968,81283.95,21068.97,7955.68,5.93,52253.37,,,
Seattle,Weekly,"2021-04-04 00:00:00",Organic,2.222458637,62169.32,11288.98,27854.57,0.00,23025.77,,,
"South Carolina",Weekly,"2021-04-04 00:00:00",Organic,1.524721971,33316.08,707.11,5977.99,24.61,26606.37,,,
Spokane,Weekly,"2021-04-04 00:00:00",Organic,2.047310270,5678.01,499.37,2692.85,0.00,2485.79,,,
"St. Louis",Weekly,"2021-04-04 00:00:00",Organic,1.573050130,10982.38,1164.74,2136.23,0.00,7681.41,,,
Syracuse,Weekly,"2021-04-04 00:00:00",Organic,1.512866366,6314.04,314.41,86.71,0.00,5912.93,,,
Tampa,Weekly,"2021-04-04 00:00:00",Organic,1.088959926,30265.08,138.09,82.95,0.00,30044.04,,,
Toledo,Weekly,"2021-04-04 00:00:00",Organic,1.487309854,6666.02,176.92,1956.60,0.00,4532.51,,,
"West Tex/New Mexico",Weekly,"2021-04-04 00:00:00",Organic,1.075167598,66254.22,5319.32,1560.21,966.60,58408.09,,,
Wichita,Weekly,"2021-04-04 00:00:00",Organic,1.328506357,5078.09,2152.97,1.96,0.00,2923.15,,,
California,Weekly,"2021-04-04 00:00:00",Organic,1.739532747,412943.85,111154.44,64587.92,31.49,237170.00,,,
"Great Lakes",Weekly,"2021-04-04 00:00:00",Organic,1.471229419,244431.66,14059.61,66856.81,0.00,163515.24,,,
Midsouth,Weekly,"2021-04-04 00:00:00",Organic,1.319032247,368942.39,4345.18,50987.84,150.55,313458.83,,,
Northeast,Weekly,"2021-04-04 00:00:00",Organic,1.595501010,353029.91,21886.96,30611.18,1018.48,299513.28,,,
Plains,Weekly,"2021-04-04 00:00:00",Organic,1.409038892,65272.61,13107.93,3409.51,56.33,48698.83,,,
"South Central",Weekly,"2021-04-04 00:00:00",Organic,1.300620076,217530.37,26155.34,15394.31,1122.95,174857.77,,,
Southeast,Weekly,"2021-04-04 00:00:00",Organic,1.341540148,292035.68,3974.24,33157.72,50.70,254853.02,,,
West,Weekly,"2021-04-04 00:00:00",Organic,1.693729109,385613.79,86746.47,103477.83,713.11,194676.38,,,
"Total U.S.",Weekly,"2021-04-04 00:00:00",Organic,1.516219077,2339800.25,281430.18,368483.13,3143.61,1686743.33,,,
Albany,Weekly,"2021-04-11 00:00:00",Conventional,0.934500208,157528.98,25486.94,103602.66,784.09,27655.29,,,
Atlanta,Weekly,"2021-04-11 00:00:00",Conventional,1.035774671,810588.26,482676.21,95688.35,1599.44,230624.25,,,
Baltimore/Washington,Weekly,"2021-04-11 00:00:00",Conventional,1.263850753,1141197.91,253000.23,360732.15,6537.44,520928.09,,,
Birmingham/Montgomery,Weekly,"2021-04-11 00:00:00",Conventional,0.987946399,388549.75,246337.94,13332.29,2646.84,126232.68,,,
Boise,Weekly,"2021-04-11 00:00:00",Conventional,1.370063398,108940.82,50838.12,12387.19,13869.83,31845.69,,,
Boston,Weekly,"2021-04-11 00:00:00",Conventional,1.420313051,695905.05,44900.41,464140.73,1787.92,185076.00,,,
Buffalo/Rochester,Weekly,"2021-04-11 00:00:00",Conventional,1.139359529,241741.07,46128.55,61606.07,2610.47,131395.98,,,
Charlotte,Weekly,"2021-04-11 00:00:00",Conventional,1.079384910,447492.26,205940.33,54974.14,3891.03,182686.77,,,
Chicago,Weekly,"2021-04-11 00:00:00",Conventional,1.354419408,1035611.66,349995.36,255703.01,97893.51,332019.79,,,
Cincinnati/Dayton,Weekly,"2021-04-11 00:00:00",Conventional,1.232747941,266333.47,102595.97,116141.30,948.00,46648.20,,,
Columbus,Weekly,"2021-04-11 00:00:00",Conventional,1.113312574,250345.55,125422.35,67377.64,989.85,56555.71,,,
"Dallas/Ft. Worth",Weekly,"2021-04-11 00:00:00",Conventional,0.937232248,1356576.14,629353.68,280255.22,15411.50,431555.74,,,
Denver,Weekly,"2021-04-11 00:00:00",Conventional,1.198632067,909595.57,382704.47,269246.54,24084.47,233560.08,,,
Detroit,Weekly,"2021-04-11 00:00:00",Conventional,1.188952922,408058.12,146919.37,99631.66,32751.60,128755.48,,,
"Grand Rapids",Weekly,"2021-04-11 00:00:00",Conventional,1.323526032,175902.12,33131.28,44971.76,34533.64,63265.44,,,
Harrisburg/Scranton,Weekly,"2021-04-11 00:00:00",Conventional,1.008889093,469741.04,192144.21,112556.98,1745.86,163293.99,,,
Hartford/Springfield,Weekly,"2021-04-11 00:00:00",Conventional,1.290774577,427762.35,39783.70,269019.54,858.18,118100.94,,,
Houston,Weekly,"2021-04-11 00:00:00",Conventional,0.950005052,990984.89,566804.78,228627.85,5970.88,189581.37,,,
Indianapolis,Weekly,"2021-04-11 00:00:00",Conventional,1.118446401,249669.63,94774.82,86807.44,1482.99,66604.38,,,
Jacksonville,Weekly,"2021-04-11 00:00:00",Conventional,0.998169329,280001.30,187121.65,11361.53,368.83,81149.30,,,
"Las Vegas",Weekly,"2021-04-11 00:00:00",Conventional,1.160104337,356501.90,88527.49,152440.78,1151.73,114381.89,,,
"Los Angeles",Weekly,"2021-04-11 00:00:00",Conventional,1.316024078,3049411.90,1687413.83,305283.58,401331.34,655383.15,,,
Louisville,Weekly,"2021-04-11 00:00:00",Conventional,1.143298724,127893.71,60274.38,28238.10,449.07,38932.16,,,
"Miami/Ft. Lauderdale",Weekly,"2021-04-11 00:00:00",Conventional,0.993465572,1281315.53,864450.19,49962.02,4460.58,362442.74,,,
Nashville,Weekly,"2021-04-11 00:00:00",Conventional,1.086665316,318113.14,177359.62,40810.16,886.92,99056.44,,,
"Northern New England",Weekly,"2021-04-11 00:00:00",Conventional,1.093677635,590457.87,92130.72,414739.74,919.03,82668.38,,,
"New Orleans/Mobile",Weekly,"2021-04-11 00:00:00",Conventional,0.954148074,322440.85,176654.38,23094.79,1484.77,121206.91,,,
"New York",Weekly,"2021-04-11 00:00:00",Conventional,1.284558083,2308225.55,257242.58,1276168.17,22920.06,751894.74,,,
Orlando,Weekly,"2021-04-11 00:00:00",Conventional,0.948873233,741880.31,470501.82,18362.49,1680.84,251335.16,,,
Peoria/Springfield,Weekly,"2021-04-11 00:00:00",Conventional,1.073043993,156554.42,70537.64,27593.97,2876.29,55546.50,,,
Philadelphia,Weekly,"2021-04-11 00:00:00",Conventional,1.063694011,785920.91,220026.62,268922.30,3097.33,293874.66,,,
Phoenix/Tucson,Weekly,"2021-04-11 00:00:00",Conventional,0.966910036,1224662.93,574976.85,497257.14,7236.94,145192.00,,,
Pittsburgh,Weekly,"2021-04-11 00:00:00",Conventional,0.969896338,226534.13,135364.24,19114.04,607.43,71448.42,,,
Portland,Weekly,"2021-04-11 00:00:00",Conventional,1.414157006,615854.89,335926.50,149323.65,33901.18,96703.56,,,
Providence,Weekly,"2021-04-11 00:00:00",Conventional,1.451550109,108102.50,11429.05,69957.32,498.06,26218.08,,,
Raleigh/Greensboro,Weekly,"2021-04-11 00:00:00",Conventional,1.054264528,542141.51,250721.77,80434.37,4360.24,206625.13,,,
Richmond/Norfolk,Weekly,"2021-04-11 00:00:00",Conventional,1.079072845,354778.87,152662.32,103770.61,1192.78,97153.15,,,
Roanoke,Weekly,"2021-04-11 00:00:00",Conventional,1.038452477,206415.15,97817.84,51387.05,400.59,56809.66,,,
Sacramento,Weekly,"2021-04-11 00:00:00",Conventional,1.431259632,482854.57,146504.77,226092.47,8220.15,102037.17,,,
"San Diego",Weekly,"2021-04-11 00:00:00",Conventional,1.384211805,522224.49,221600.47,117370.55,70636.24,112617.23,,,
"San Francisco",Weekly,"2021-04-11 00:00:00",Conventional,1.287389521,837041.97,162252.00,519948.84,11744.64,143096.49,,,
Seattle,Weekly,"2021-04-11 00:00:00",Conventional,1.747551555,489440.16,184848.36,216821.78,3575.73,84194.29,,,
"South Carolina",Weekly,"2021-04-11 00:00:00",Conventional,1.062711134,606670.32,339904.75,54652.67,1543.91,210569.00,,,
Spokane,Weekly,"2021-04-11 00:00:00",Conventional,1.442269425,74080.30,37713.61,22277.85,159.87,13928.97,,,
"St. Louis",Weekly,"2021-04-11 00:00:00",Conventional,0.900990733,300365.79,196045.95,16529.00,1200.36,86590.48,,,
Syracuse,Weekly,"2021-04-11 00:00:00",Conventional,1.095808133,116418.37,22929.90,42957.56,632.39,49898.54,,,
Tampa,Weekly,"2021-04-11 00:00:00",Conventional,0.933370517,729956.48,489931.67,21589.10,2058.50,216377.22,,,
Toledo,Weekly,"2021-04-11 00:00:00",Conventional,1.086903972,133868.57,50589.05,41810.75,3572.91,37895.87,,,
"West Tex/New Mexico",Weekly,"2021-04-11 00:00:00",Conventional,0.975707120,908711.91,420233.82,176928.66,8654.83,302894.59,,,
