Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Providence,Weekly,"2023-01-15 00:00:00",Organic,1.568295530,5807.30,44.73,17.41,0.00,5745.15,,,
Raleigh/Greensboro,Weekly,"2023-01-15 00:00:00",Organic,1.362536060,32494.67,656.41,2096.47,22.34,29719.45,,,
Richmond/Norfolk,Weekly,"2023-01-15 00:00:00",Organic,1.411316243,41701.31,12473.68,4544.43,1.00,24682.20,,,
Roanoke,Weekly,"2023-01-15 00:00:00",Organic,1.486128228,29422.00,13652.01,4093.28,0.00,11676.71,,,
Sacramento,Weekly,"2023-01-15 00:00:00",Organic,1.269790028,34223.08,6097.75,1307.49,0.00,26817.85,,,
"San Diego",Weekly,"2023-01-15 00:00:00",Organic,1.249739018,47885.65,37632.67,1148.19,264.09,8840.70,,,
"San Francisco",Weekly,"2023-01-15 00:00:00",Organic,1.959719341,69521.81,26085.62,3371.80,0.00,40064.39,,,
Seattle,Weekly,"2023-01-15 00:00:00",Organic,1.934387870,118308.79,2719.68,97245.22,20.52,18323.36,,,
"South Carolina",Weekly,"2023-01-15 00:00:00",Organic,1.170029257,56932.85,1061.24,13820.62,3.20,42047.79,,,
Spokane,Weekly,"2023-01-15 00:00:00",Organic,1.830878049,7968.61,52.36,5933.68,0.00,1982.57,,,
"St. Louis",Weekly,"2023-01-15 00:00:00",Organic,1.367486311,13515.57,1550.62,2699.64,0.00,9265.30,,,
Syracuse,Weekly,"2023-01-15 00:00:00",Organic,1.464081282,6489.64,330.51,74.70,0.00,6084.43,,,
Tampa,Weekly,"2023-01-15 00:00:00",Organic,1.127131859,29810.86,451.67,456.96,0.00,28902.23,,,
Toledo,Weekly,"2023-01-15 00:00:00",Organic,1.529850048,5128.35,642.15,836.51,0.00,3649.69,,,
"West Tex/New Mexico",Weekly,"2023-01-15 00:00:00",Organic,1.100704393,19909.47,3712.92,1614.88,0.00,14581.67,,,
Wichita,Weekly,"2023-01-15 00:00:00",Organic,1.098809660,5100.11,1688.50,13.58,0.00,3398.03,,,
California,Weekly,"2023-01-15 00:00:00",Organic,1.215188979,580356.09,356436.92,12380.97,4157.88,207380.31,,,
"Great Lakes",Weekly,"2023-01-15 00:00:00",Organic,1.409277418,226922.98,24112.91,61213.20,0.00,141596.87,,,
Midsouth,Weekly,"2023-01-15 00:00:00",Organic,1.395914824,336943.06,47285.63,41512.53,76.32,248068.58,,,
Northeast,Weekly,"2023-01-15 00:00:00",Organic,1.575851063,301204.67,19864.61,18413.82,12.83,262913.42,,,
Plains,Weekly,"2023-01-15 00:00:00",Organic,1.232804084,74922.37,13694.73,4815.40,0.00,56412.24,,,
"South Central",Weekly,"2023-01-15 00:00:00",Organic,1.165555666,188221.87,42051.47,6254.63,0.00,139915.77,,,
Southeast,Weekly,"2023-01-15 00:00:00",Organic,1.072958921,503289.49,11739.62,94087.77,3.48,397458.62,,,
West,Weekly,"2023-01-15 00:00:00",Organic,1.446366732,619096.45,238439.48,245153.08,22.06,135481.84,,,
"Total U.S.",Weekly,"2023-01-15 00:00:00",Organic,1.313066367,2830956.98,753625.36,483831.39,4272.58,1589227.64,,,
Albany,Weekly,"2023-01-22 00:00:00",Conventional,1.042612878,158008.03,41289.33,91277.65,24.01,25417.04,,,
Atlanta,Weekly,"2023-01-22 00:00:00",Conventional,0.912181653,894618.21,603100.88,186955.99,125.24,104436.10,,,
Baltimore/Washington,Weekly,"2023-01-22 00:00:00",Conventional,1.010708481,1313428.32,447982.13,418772.29,1535.79,445138.11,,,
Birmingham/Montgomery,Weekly,"2023-01-22 00:00:00",Conventional,0.823086783,420645.63,281997.92,38238.08,71.31,100338.32,,,
Boise,Weekly,"2023-01-22 00:00:00",Conventional,1.090223419,107999.56,59617.25,26914.27,187.79,21280.25,,,
Boston,Weekly,"2023-01-22 00:00:00",Conventional,1.351591280,639476.99,75307.31,397040.59,70.17,167058.91,,,
Buffalo/Rochester,Weekly,"2023-01-22 00:00:00",Conventional,0.985016124,246507.89,56029.78,62484.57,1399.93,126593.61,,,
Charlotte,Weekly,"2023-01-22 00:00:00",Conventional,1.071813611,454227.37,204592.00,64387.46,704.31,184543.60,,,
Chicago,Weekly,"2023-01-22 00:00:00",Conventional,0.970921810,1185094.43,682651.56,111048.18,99794.62,291600.08,,,
Cincinnati/Dayton,Weekly,"2023-01-22 00:00:00",Conventional,1.011791594,328817.43,103822.54,169639.56,7596.54,47758.79,,,
Columbus,Weekly,"2023-01-22 00:00:00",Conventional,0.942737838,288945.14,198754.35,30375.82,6883.31,52931.65,,,
"Dallas/Ft. Worth",Weekly,"2023-01-22 00:00:00",Conventional,0.705580868,1641721.15,737691.94,320517.25,34659.95,548852.00,,,
Denver,Weekly,"2023-01-22 00:00:00",Conventional,1.020585656,941748.19,332848.20,336004.10,18177.74,254718.14,,,
Detroit,Weekly,"2023-01-22 00:00:00",Conventional,0.939344967,503584.08,255328.91,75970.25,48038.58,124246.34,,,
"Grand Rapids",Weekly,"2023-01-22 00:00:00",Conventional,1.040384022,199849.14,43362.02,53946.84,47919.45,54620.83,,,
Harrisburg/Scranton,Weekly,"2023-01-22 00:00:00",Conventional,0.970137851,483154.94,202159.33,108930.40,15224.40,156840.81,,,
Hartford/Springfield,Weekly,"2023-01-22 00:00:00",Conventional,1.254628282,395138.33,69626.96,220645.94,249.52,104615.91,,,
Houston,Weekly,"2023-01-22 00:00:00",Conventional,0.776833457,1157153.24,512744.66,338050.95,6944.58,299413.05,,,
Indianapolis,Weekly,"2023-01-22 00:00:00",Conventional,0.891292585,300685.21,176355.03,40994.84,12980.96,70354.38,,,
Jacksonville,Weekly,"2023-01-22 00:00:00",Conventional,0.883887839,312950.80,219013.32,4462.40,55.39,89419.69,,,
"Las Vegas",Weekly,"2023-01-22 00:00:00",Conventional,0.937953519,418619.19,101334.46,140398.95,17178.73,159707.05,,,
"Los Angeles",Weekly,"2023-01-22 00:00:00",Conventional,1.165821644,3057125.70,1670595.71,129531.94,593010.87,663987.19,,,
Louisville,Weekly,"2023-01-22 00:00:00",Conventional,0.963491246,153318.51,80834.53,31055.44,2469.47,38959.06,,,
"Miami/Ft. Lauderdale",Weekly,"2023-01-22 00:00:00",Conventional,0.903954369,1298531.32,896628.62,37833.23,1745.46,362324.01,,,
Nashville,Weekly,"2023-01-22 00:00:00",Conventional,0.887950239,362171.32,213351.83,39643.17,168.40,109007.93,,,
"Northern New England",Weekly,"2023-01-22 00:00:00",Conventional,1.048649728,650243.63,183182.77,383699.92,44.84,83316.11,,,
"New Orleans/Mobile",Weekly,"2023-01-22 00:00:00",Conventional,0.767888086,329005.26,165589.30,5789.15,2177.60,155449.22,,,
"New York",Weekly,"2023-01-22 00:00:00",Conventional,1.226549226,2249132.13,462691.89,1062807.74,30829.06,692803.44,,,
Orlando,Weekly,"2023-01-22 00:00:00",Conventional,0.840721031,784030.72,473137.73,14014.47,60.48,296818.04,,,
Peoria/Springfield,Weekly,"2023-01-22 00:00:00",Conventional,0.827695542,168358.25,100680.95,10185.00,6199.28,51293.02,,,
Philadelphia,Weekly,"2023-01-22 00:00:00",Conventional,1.000376831,728766.14,268672.78,197257.81,12488.21,250347.34,,,
Phoenix/Tucson,Weekly,"2023-01-22 00:00:00",Conventional,0.831097229,1331535.35,524531.40,560743.50,4192.32,242068.13,,,
Pittsburgh,Weekly,"2023-01-22 00:00:00",Conventional,0.918940431,232633.70,139252.87,17678.13,68.35,75634.35,,,
Portland,Weekly,"2023-01-22 00:00:00",Conventional,1.205438048,599110.13,338936.26,148935.77,27983.48,83254.62,,,
Providence,Weekly,"2023-01-22 00:00:00",Conventional,1.297378327,102377.60,18755.59,57731.78,31.00,25859.23,,,
Raleigh/Greensboro,Weekly,"2023-01-22 00:00:00",Conventional,1.068556673,500698.45,221203.60,74562.37,749.90,204182.59,,,
Richmond/Norfolk,Weekly,"2023-01-22 00:00:00",Conventional,1.004876939,348189.83,150632.30,86249.00,281.03,111027.50,,,
Roanoke,Weekly,"2023-01-22 00:00:00",Conventional,0.910396101,219854.89,122444.29,34182.54,485.85,62742.21,,,
Sacramento,Weekly,"2023-01-22 00:00:00",Conventional,1.443105681,421704.97,228436.24,97541.98,4897.10,90829.66,,,
"San Diego",Weekly,"2023-01-22 00:00:00",Conventional,1.169285442,556762.64,326961.73,38880.33,70703.54,120217.03,,,
"San Francisco",Weekly,"2023-01-22 00:00:00",Conventional,1.466826277,713555.51,465891.00,119032.37,7087.06,121545.09,,,
Seattle,Weekly,"2023-01-22 00:00:00",Conventional,1.465238387,517744.65,270651.91,138426.24,26700.42,81966.08,,,
"South Carolina",Weekly,"2023-01-22 00:00:00",Conventional,0.943447841,649249.60,391770.83,79433.96,291.58,177753.23,,,
Spokane,Weekly,"2023-01-22 00:00:00",Conventional,1.225625066,78815.45,45965.62,18211.24,45.97,14592.62,,,
"St. Louis",Weekly,"2023-01-22 00:00:00",Conventional,0.794225273,284949.83,172590.35,13138.82,20.65,99200.02,,,
Syracuse,Weekly,"2023-01-22 00:00:00",Conventional,0.941757034,118248.59,32639.44,42111.29,263.64,43234.23,,,
Tampa,Weekly,"2023-01-22 00:00:00",Conventional,0.856057927,802987.98,526803.29,18191.02,119.63,257874.03,,,
Toledo,Weekly,"2023-01-22 00:00:00",Conventional,0.922806530,154199.63,83385.94,29307.01,9312.37,32194.31,,,
"West Tex/New Mexico",Weekly,"2023-01-22 00:00:00",Conventional,0.769109543,1011986.50,468908.95,156584.38,4252.76,382240.41,,,
Wichita,Weekly,"2023-01-22 00:00:00",Conventional,0.791711035,125082.82,72846.71,15189.49,61.43,36985.19,,,
California,Weekly,"2023-01-22 00:00:00",Conventional,1.244064363,5989217.17,3412092.40,595937.20,752062.88,1229124.68,,,
"Great Lakes",Weekly,"2023-01-22 00:00:00",Conventional,0.937727878,4917536.94,2475152.72,929060.38,346740.27,1166583.57,,,
Midsouth,Weekly,"2023-01-22 00:00:00",Conventional,0.988634532,4888416.33,2233265.07,1044747.50,12048.75,1598355.01,,,
Northeast,Weekly,"2023-01-22 00:00:00",Conventional,1.143542574,6248780.22,1541575.77,2769360.83,32454.91,1905388.71,,,
Plains,Weekly,"2023-01-22 00:00:00",Conventional,0.922154120,2421680.00,1174757.91,404021.29,6244.70,836656.10,,,
"South Central",Weekly,"2023-01-22 00:00:00",Conventional,0.748340002,6072823.78,2929565.46,973532.12,76086.45,2093639.76,,,
Southeast,Weekly,"2023-01-22 00:00:00",Conventional,0.879087625,6854738.43,4538599.54,462660.79,1259.94,1852218.15,,,
West,Weekly,"2023-01-22 00:00:00",Conventional,1.007404741,6872863.58,2997790.68,2212596.41,126104.98,1536371.50,,,
"Total U.S.",Weekly,"2023-01-22 00:00:00",Conventional,0.988754370,44266056.45,21302799.54,9391916.54,1353002.88,12218337.49,,,
Albany,Weekly,"2023-01-22 00:00:00",Organic,1.672465274,3662.24,222.58,248.87,0.00,3190.79,,,
Atlanta,Weekly,"2023-01-22 00:00:00",Organic,1.042442063,80959.38,837.53,20822.97,0.00,59298.88,,,
Baltimore/Washington,Weekly,"2023-01-22 00:00:00",Organic,1.347386554,74735.33,925.25,9155.20,5.21,64649.67,,,
Birmingham/Montgomery,Weekly,"2023-01-22 00:00:00",Organic,0.919651037,20851.44,64.63,845.73,0.00,19941.08,,,
Boise,Weekly,"2023-01-22 00:00:00",Organic,1.595988309,6915.37,161.67,4024.47,0.00,2729.23,,,
Boston,Weekly,"2023-01-22 00:00:00",Organic,1.708938797,35125.21,311.22,1914.58,0.00,32899.41,,,
Buffalo/Rochester,Weekly,"2023-01-22 00:00:00",Organic,1.573176824,14656.49,473.68,74.72,0.00,14108.09,,,
Charlotte,Weekly,"2023-01-22 00:00:00",Organic,1.353521164,24024.96,209.05,1998.50,14.46,21802.96,,,
Chicago,Weekly,"2023-01-22 00:00:00",Organic,1.243555427,82771.79,2568.89,27983.76,0.00,52219.13,,,
Cincinnati/Dayton,Weekly,"2023-01-22 00:00:00",Organic,1.455028074,18324.58,57.57,7932.61,0.00,10334.41,,,
Columbus,Weekly,"2023-01-22 00:00:00",Organic,1.640108597,13628.39,3174.31,1693.51,0.00,8760.56,,,
"Dallas/Ft. Worth",Weekly,"2023-01-22 00:00:00",Organic,1.169550623,54963.87,14553.66,1020.62,0.00,39389.59,,,
Denver,Weekly,"2023-01-22 00:00:00",Organic,1.020748047,72887.92,45722.06,826.91,0.00,26338.95,,,
Detroit,Weekly,"2023-01-22 00:00:00",Organic,1.460262827,20189.70,581.35,4671.18,0.00,14937.16,,,
"Grand Rapids",Weekly,"2023-01-22 00:00:00",Organic,1.391408546,7063.16,215.48,436.05,0.00,6411.62,,,
Harrisburg/Scranton,Weekly,"2023-01-22 00:00:00",Organic,1.381655524,19880.11,438.62,549.54,0.00,18891.95,,,
Hartford/Springfield,Weekly,"2023-01-22 00:00:00",Organic,1.564837512,25424.02,524.24,3719.96,4.95,21174.86,,,
Houston,Weekly,"2023-01-22 00:00:00",Organic,0.967491091,34427.63,9319.32,454.61,0.00,24653.70,,,
Indianapolis,Weekly,"2023-01-22 00:00:00",Organic,1.348701520,12752.73,2077.43,1548.62,0.00,9126.68,,,
Jacksonville,Weekly,"2023-01-22 00:00:00",Organic,1.246198465,10529.79,173.88,277.74,0.00,10078.17,,,
"Las Vegas",Weekly,"2023-01-22 00:00:00",Organic,1.184812808,20767.24,4662.59,3738.84,0.00,12365.82,,,
"Los Angeles",Weekly,"2023-01-22 00:00:00",Organic,1.534770780,186666.82,74933.11,5253.64,3889.81,102590.25,,,
Louisville,Weekly,"2023-01-22 00:00:00",Organic,1.619002341,8203.77,2093.70,1228.75,0.00,4881.33,,,
"Miami/Ft. Lauderdale",Weekly,"2023-01-22 00:00:00",Organic,1.249116022,50059.52,2624.89,704.95,0.00,46729.68,,,
Nashville,Weekly,"2023-01-22 00:00:00",Organic,1.566140585,24348.40,5315.16,4659.06,0.00,14374.17,,,
"Northern New England",Weekly,"2023-01-22 00:00:00",Organic,1.914222082,14015.18,2109.74,351.13,0.00,11554.30,,,
"New Orleans/Mobile",Weekly,"2023-01-22 00:00:00",Organic,1.443449465,9793.88,418.51,123.08,0.00,9252.30,,,
"New York",Weekly,"2023-01-22 00:00:00",Organic,1.542931729,134045.02,8452.95,16467.37,467.15,108657.55,,,
Orlando,Weekly,"2023-01-22 00:00:00",Organic,1.145356451,33729.35,454.25,558.29,0.00,32716.81,,,
Peoria/Springfield,Weekly,"2023-01-22 00:00:00",Organic,1.266941503,7072.40,440.48,907.02,0.00,5724.89,,,
Philadelphia,Weekly,"2023-01-22 00:00:00",Organic,1.421529215,37090.19,1440.90,3608.89,1.03,32039.37,,,
Phoenix/Tucson,Weekly,"2023-01-22 00:00:00",Organic,1.257428513,30207.95,10430.45,7316.63,0.00,12460.87,,,
Pittsburgh,Weekly,"2023-01-22 00:00:00",Organic,1.237396728,13621.10,2816.53,294.91,0.00,10509.66,,,
Portland,Weekly,"2023-01-22 00:00:00",Organic,1.776717781,41054.56,5.68,26853.04,0.00,14195.84,,,
Providence,Weekly,"2023-01-22 00:00:00",Organic,1.583246773,5535.44,26.80,24.42,0.00,5484.23,,,
Raleigh/Greensboro,Weekly,"2023-01-22 00:00:00",Organic,1.401158616,31114.83,616.07,1842.75,18.28,28637.72,,,
Richmond/Norfolk,Weekly,"2023-01-22 00:00:00",Organic,1.242879718,33029.07,1427.87,2983.39,4.01,28613.80,,,
Roanoke,Weekly,"2023-01-22 00:00:00",Organic,1.372857917,15905.75,1053.14,2417.11,0.00,12435.50,,,
Sacramento,Weekly,"2023-01-22 00:00:00",Organic,1.136249284,41044.74,6283.92,1402.75,0.00,33358.07,,,
"San Diego",Weekly,"2023-01-22 00:00:00",Organic,1.779978789,28891.13,13354.88,1033.03,278.31,14224.91,,,
"San Francisco",Weekly,"2023-01-22 00:00:00",Organic,1.859505756,66144.51,23385.17,3378.74,0.00,39380.60,,,
Seattle,Weekly,"2023-01-22 00:00:00",Organic,2.026588439,74572.27,853.01,57422.52,4.32,16292.42,,,
"South Carolina",Weekly,"2023-01-22 00:00:00",Organic,1.152588917,47206.68,606.27,5165.52,7.47,41427.43,,,
Spokane,Weekly,"2023-01-22 00:00:00",Organic,1.725622460,4905.20,63.93,2005.18,0.00,2836.08,,,
"St. Louis",Weekly,"2023-01-22 00:00:00",Organic,1.322419574,13479.94,1851.23,2830.26,0.00,8798.45,,,
Syracuse,Weekly,"2023-01-22 00:00:00",Organic,1.485418524,6546.05,257.33,78.40,0.00,6210.31,,,
Tampa,Weekly,"2023-01-22 00:00:00",Organic,1.145965466,26778.43,398.20,313.22,0.00,26067.01,,,
Toledo,Weekly,"2023-01-22 00:00:00",Organic,1.526996909,5442.99,898.49,646.75,0.00,3897.75,,,
"West Tex/New Mexico",Weekly,"2023-01-22 00:00:00",Organic,1.254534855,37333.55,13039.66,2022.32,0.00,22271.56,,,
Wichita,Weekly,"2023-01-22 00:00:00",Organic,1.106939930,5307.81,1942.66,4.85,0.00,3360.30,,,
California,Weekly,"2023-01-22 00:00:00",Organic,1.545975213,403966.99,145421.31,13392.86,4337.54,240815.27,,,
"Great Lakes",Weekly,"2023-01-22 00:00:00",Organic,1.369385263,231299.51,19628.49,56331.60,0.00,155339.42,,,
Midsouth,Weekly,"2023-01-22 00:00:00",Organic,1.374892194,309825.06,16136.66,36704.27,61.27,256922.86,,,
Northeast,Weekly,"2023-01-22 00:00:00",Organic,1.527684113,329235.12,16037.74,23482.07,21.12,289694.20,,,
Plains,Weekly,"2023-01-22 00:00:00",Organic,1.255347587,85540.41,13709.45,12989.04,0.00,58841.92,,,
"South Central",Weekly,"2023-01-22 00:00:00",Organic,1.192169406,205309.76,49426.39,6639.23,0.00,149244.13,,,
Southeast,Weekly,"2023-01-22 00:00:00",Organic,1.111319600,363033.19,7267.54,35449.91,8.23,320307.51,,,
West,Weekly,"2023-01-22 00:00:00",Organic,1.424540748,404598.35,104838.94,133933.11,4.65,165821.65,,,
"Total U.S.",Weekly,"2023-01-22 00:00:00",Organic,1.372664863,2332808.39,372466.52,318922.10,4432.81,1636986.96,,,
Albany,Weekly,"2023-01-29 00:00:00",Conventional,1.010723312,132664.52,31427.04,75269.01,34.98,25933.49,,,
Atlanta,Weekly,"2023-01-29 00:00:00",Conventional,0.885213692,944121.07,670921.96,153647.42,97.85,119453.85,,,
Baltimore/Washington,Weekly,"2023-01-29 00:00:00",Conventional,1.032864138,1275753.01,427926.20,420197.31,1498.39,426131.10,,,
Birmingham/Montgomery,Weekly,"2023-01-29 00:00:00",Conventional,0.826923499,419650.33,294820.84,35836.20,40.86,88952.43,,,
Boise,Weekly,"2023-01-29 00:00:00",Conventional,1.032774622,120295.42,58410.72,41190.29,132.98,20561.43,,,
Boston,Weekly,"2023-01-29 00:00:00",Conventional,1.226853968,652085.41,67377.78,428040.39,165.10,156502.14,,,
Buffalo/Rochester,Weekly,"2023-01-29 00:00:00",Conventional,0.962972668,254823.20,73381.92,57874.62,1229.69,122336.97,,,
Charlotte,Weekly,"2023-01-29 00:00:00",Conventional,1.066190118,446055.37,203418.89,65404.09,703.79,176528.60,,,
Chicago,Weekly,"2023-01-29 00:00:00",Conventional,0.924463362,1298891.89,781936.85,154836.18,78155.19,283963.67,,,
Cincinnati/Dayton,Weekly,"2023-01-29 00:00:00",Conventional,1.184061941,343184.50,108675.34,178701.78,4881.57,50925.81,,,
Columbus,Weekly,"2023-01-29 00:00:00",Conventional,0.979434746,290174.10,189991.34,40473.19,4325.03,55384.54,,,
"Dallas/Ft. Worth",Weekly,"2023-01-29 00:00:00",Conventional,0.753797196,1584881.74,789699.12,203703.36,68143.48,523335.78,,,
Denver,Weekly,"2023-01-29 00:00:00",Conventional,0.963700190,1027588.37,312134.99,447013.42,19429.92,249010.05,,,
Detroit,Weekly,"2023-01-29 00:00:00",Conventional,0.936505450,532147.96,319163.74,59623.76,28079.82,125280.63,,,
"Grand Rapids",Weekly,"2023-01-29 00:00:00",Conventional,1.105141827,194563.41,73672.74,37412.34,24799.10,58679.22,,,
Harrisburg/Scranton,Weekly,"2023-01-29 00:00:00",Conventional,0.966257297,489256.06,208447.82,111352.54,15485.38,153970.32,,,
Hartford/Springfield,Weekly,"2023-01-29 00:00:00",Conventional,1.226823853,429280.51,75886.31,248959.50,402.77,104031.93,,,
Houston,Weekly,"2023-01-29 00:00:00",Conventional,0.754748118,1110277.80,630578.97,195562.39,11241.35,272895.08,,,
Indianapolis,Weekly,"2023-01-29 00:00:00",Conventional,0.899437369,305895.58,183741.08,47606.38,7848.42,66699.71,,,
Jacksonville,Weekly,"2023-01-29 00:00:00",Conventional,0.887940749,312794.91,217801.29,8047.92,14.60,86931.10,,,
"Las Vegas",Weekly,"2023-01-29 00:00:00",Conventional,0.923607875,419357.11,160221.60,116601.63,8122.63,134411.25,,,
"Los Angeles",Weekly,"2023-01-29 00:00:00",Conventional,1.094499130,3105559.46,1670955.71,49790.45,661507.17,723306.12,,,
Louisville,Weekly,"2023-01-29 00:00:00",Conventional,0.958930061,164625.57,96921.13,27681.46,1577.68,38445.30,,,
"Miami/Ft. Lauderdale",Weekly,"2023-01-29 00:00:00",Conventional,0.904581522,1304228.44,930322.38,45182.59,1674.45,327049.02,,,
Nashville,Weekly,"2023-01-29 00:00:00",Conventional,0.900109872,367854.96,228706.18,38181.75,39.07,100927.95,,,
"Northern New England",Weekly,"2023-01-29 00:00:00",Conventional,1.039299658,485556.35,120807.77,284308.44,141.66,80298.48,,,
"New Orleans/Mobile",Weekly,"2023-01-29 00:00:00",Conventional,0.775010594,347289.03,191518.30,6101.94,5770.51,143898.29,,,
"New York",Weekly,"2023-01-29 00:00:00",Conventional,1.174895355,2609750.81,469547.56,1410163.70,26269.61,703769.95,,,
Orlando,Weekly,"2023-01-29 00:00:00",Conventional,0.845677253,789610.67,483544.49,19277.47,25.51,286763.20,,,
Peoria/Springfield,Weekly,"2023-01-29 00:00:00",Conventional,0.828180856,172673.20,104806.01,12680.31,3868.75,51318.12,,,
Philadelphia,Weekly,"2023-01-29 00:00:00",Conventional,0.993870080,796773.48,273735.93,263401.38,12197.83,247438.35,,,
Phoenix/Tucson,Weekly,"2023-01-29 00:00:00",Conventional,0.804582855,1368580.95,756760.65,397154.50,4665.08,210000.71,,,
Pittsburgh,Weekly,"2023-01-29 00:00:00",Conventional,1.103690818,186734.10,99283.54,17883.06,41.14,69526.36,,,
Portland,Weekly,"2023-01-29 00:00:00",Conventional,1.162622585,655494.12,253247.01,281440.12,30976.60,89830.39,,,
Providence,Weekly,"2023-01-29 00:00:00",Conventional,1.199331066,112063.79,20155.73,66874.91,57.36,24975.78,,,
Raleigh/Greensboro,Weekly,"2023-01-29 00:00:00",Conventional,1.057099609,499155.00,222751.84,76025.94,685.29,199691.93,,,
Richmond/Norfolk,Weekly,"2023-01-29 00:00:00",Conventional,0.982923732,357540.17,160830.69,92359.31,288.70,104061.46,,,
Roanoke,Weekly,"2023-01-29 00:00:00",Conventional,0.876967939,224818.30,128427.54,36913.70,590.27,58886.79,,,
Sacramento,Weekly,"2023-01-29 00:00:00",Conventional,1.178354201,514798.94,299177.10,93423.74,4332.27,117865.83,,,
"San Diego",Weekly,"2023-01-29 00:00:00",Conventional,1.032617321,562601.32,352215.75,14657.53,73805.15,121922.90,,,
"San Francisco",Weekly,"2023-01-29 00:00:00",Conventional,1.041987296,959288.24,743412.27,83155.43,5678.65,127041.89,,,
Seattle,Weekly,"2023-01-29 00:00:00",Conventional,1.333286651,590187.98,221394.27,267332.99,24547.21,76913.51,,,
"South Carolina",Weekly,"2023-01-29 00:00:00",Conventional,0.935403454,642783.71,386629.98,75707.09,294.90,180151.75,,,
Spokane,Weekly,"2023-01-29 00:00:00",Conventional,1.145316805,85531.04,38098.62,33111.16,27.68,14293.58,,,
"St. Louis",Weekly,"2023-01-29 00:00:00",Conventional,0.836061285,279223.99,172989.76,13849.76,81.94,92302.53,,,
Syracuse,Weekly,"2023-01-29 00:00:00",Conventional,0.940095241,109966.30,31726.50,37570.65,319.08,40350.07,,,
Tampa,Weekly,"2023-01-29 00:00:00",Conventional,0.865796294,811209.06,546140.67,23806.13,42.52,241219.73,,,
Toledo,Weekly,"2023-01-29 00:00:00",Conventional,0.928051031,158176.95,84045.84,36245.49,5619.56,32266.06,,,
"West Tex/New Mexico",Weekly,"2023-01-29 00:00:00",Conventional,0.790436495,928592.30,455899.30,124597.27,3851.86,344243.87,,,
